City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
154,Wanning,CN,2021-11-25 22:45,18.8003,110.3967,64.49,77,14,8.66
155,Taoudenni,ML,2021-11-25 22:45,22.6783,-3.9836,78.33,31,83,8.43
156,Lebedinyy,RU,2021-11-25 22:45,58.5167,125.5167,-0.74,83,79,6.89
157,Port Elizabeth,ZA,2021-11-25 22:45,-33.918,25.5701,64.09,82,90,19.57
158,Touros,BR,2021-11-25 22:45,-5.1989,-35.4608,81.5,78,38,12.39
159,Sitka,US,2021-11-25 22:45,57.0531,-135.33,39.09,87,90,17.27
160,Algiers,DZ,2021-11-25 22:44,36.7525,3.042,53.42,67,20,9.22
161,Scarborough,GB,2021-11-25 22:45,54.2797,-0.4044,39.07,79,97,3
162,Santarem,BR,2021-11-25 22:45,-2.4431,-54.7083,82.53,83,75,3.44
163,Correntina,BR,2021-11-25 22:45,-13.3433,-44.6367,74.26,44,95,3.53
164,Nhulunbuy,AU,2021-11-25 22:45,-12.2333,136.7667,86.61,70,99,4.61
165,Kaitangata,NZ,2021-11-25 22:45,-46.2817,169.8464,57.07,69,100,2.59
166,Kahului,US,2021-11-25 22:45,20.8947,-156.47,84.22,70,40,20.71
167,Soskovo,RU,2021-11-25 22:45,52.7475,35.3828,29.66,85,25,16.06
168,Methoni,GR,2021-11-25 22:45,36.8197,21.7049,58.21,76,90,21.16
169,Bredasdorp,ZA,2021-11-25 22:45,-34.5322,20.0403,62.28,75,23,25.64
170,Katsuura,JP,2021-11-25 22:45,35.1333,140.3,54.1,61,0,8.16
171,Ust-Uda,RU,2021-11-25 22:45,54.1742,103.0304,22.12,86,99,7
172,Ilulissat,GL,2021-11-25 22:42,69.2167,-51.1,24.82,58,99,12.66
173,Lixourion,GR,2021-11-25 22:45,38.2019,20.4314,60.66,81,100,24.61
174,Vila Franca Do Campo,PT,2021-11-25 22:45,37.7167,-25.4333,60.19,73,76,15.9
175,Calawag,PH,2021-11-25 22:45,10.6697,119.5707,76.89,94,100,4.21
176,Udachnyy,RU,2021-11-25 22:45,66.4167,112.4,-4.72,98,100,5.99
177,Rundu,NA,2021-11-25 22:45,-17.9333,19.7667,72.46,51,48,4.47
178,Hami,CN,2021-11-25 22:45,42.8,93.45,26.62,61,0,3.44
179,Rawson,AR,2021-11-25 22:45,-43.3002,-65.1023,61.27,60,15,13.33
180,Port Augusta,AU,2021-11-25 22:45,-32.5,137.7667,61.7,61,0,24.07
181,Honningsvag,NO,2021-11-25 22:46,70.9821,25.9704,26.1,58,100,11.21
182,Sholokhove,UA,2021-11-25 22:46,47.6945,34.0312,33.06,87,6,9.69
183,Berlevag,NO,2021-11-25 22:46,70.8578,29.0864,15.6,68,100,11.21
184,Lagoa,PT,2021-11-25 22:46,39.05,-27.9833,61.84,68,66,31.03
185,Ballina,AU,2021-11-25 22:46,-28.8667,153.5667,75.78,81,99,14.43
186,Riyadh,SA,2021-11-25 22:46,24.6877,46.7219,62.74,38,0,7.85
187,Upernavik,GL,2021-11-25 22:46,72.7868,-56.1549,22.37,76,100,10.4
188,Hambantota,LK,2021-11-25 22:45,6.1241,81.1185,76.68,88,89,8.39
189,Cherepanovo,RU,2021-11-25 22:46,54.2222,83.381,4.48,97,98,9.33
190,Bengkulu,ID,2021-11-25 22:46,-3.8004,102.2655,76.51,84,85,3.42
191,Nouadhibou,MR,2021-11-25 22:46,20.931,-17.0347,76.98,61,14,10.36
192,Sitges,ES,2021-11-25 22:46,41.2351,1.8119,51.39,75,58,5.55
193,Merauke,ID,2021-11-25 22:46,-8.4667,140.3333,82.72,70,85,5.82
194,Margate,GB,2021-11-25 22:46,51.3813,1.3862,38.3,84,99,15.08
195,Pacific Grove,US,2021-11-25 22:45,36.6177,-121.9166,76.6,39,1,1.99
196,Sibenik,HR,2021-11-25 22:46,43.7272,15.9058,60.46,86,100,1.99
197,Pevek,RU,2021-11-25 22:47,69.7008,170.3133,-14.03,100,100,1.63
198,Namatanai,PG,2021-11-25 22:47,-3.6667,152.4333,84.49,66,53,3.44
199,Nikolskoye,RU,2021-11-25 22:47,59.7035,30.7861,41.02,96,100,12.86
200,Gold Coast,AU,2021-11-25 22:45,-28,153.4333,76.24,95,90,1.01
201,Cascais,PT,2021-11-25 22:42,38.6979,-9.4215,51.51,72,27,8.01
202,Caravelas,BR,2021-11-25 22:47,-17.7125,-39.2481,72.37,78,0,6.67
203,Te Anau,NZ,2021-11-25 22:47,-45.4167,167.7167,53.58,92,100,4.97
204,Mehamn,NO,2021-11-25 22:47,71.0357,27.8492,19.35,70,100,10.11
205,Pochutla,MX,2021-11-25 22:47,15.7432,-96.4661,85.82,62,41,4.59
206,Visby,SE,2021-11-25 22:46,57.6409,18.296,39.85,93,90,11.5
207,Dwarka,IN,2021-11-25 22:47,22.2394,68.9678,75.6,63,1,6.26
208,Voyvozh,RU,2021-11-25 22:47,62.892,54.9635,1.24,100,100,3.71
209,Byron Bay,AU,2021-11-25 22:47,-28.65,153.6167,77.05,83,97,14.76
210,Mineros,BO,2021-11-25 22:47,-17.1167,-63.2333,83.79,87,99,5.91
211,Fortuna,US,2021-11-25 22:47,40.5982,-124.1573,61.93,67,1,0
212,Diriamba,NI,2021-11-25 22:47,11.8584,-86.2388,83.48,69,25,7.9
213,Craig,US,2021-11-25 22:45,40.5153,-107.5464,43.56,28,1,5.75
214,Chegdomyn,RU,2021-11-25 22:47,51.1167,133.0167,3.45,98,100,1.03
215,Alice Springs,AU,2021-11-25 22:42,-23.7,133.8833,65.75,72,75,12.66
216,Nishihara,JP,2021-11-25 22:47,26.1842,127.7558,67.28,64,75,10.36
217,Nangong,CN,2021-11-25 22:47,37.3581,115.3744,39.11,56,0,5.19
218,High Level,CA,2021-11-25 22:47,58.5169,-117.136,19.51,93,90,4.61
219,Sibolga,ID,2021-11-25 22:47,1.7427,98.7792,75.83,90,100,2.89
220,San Cristobal,VE,2021-11-25 22:47,7.7669,-72.225,66.76,98,97,2.28
221,Savalou,BJ,2021-11-25 22:47,7.9281,1.9756,80.98,72,30,6.96
222,Tianmen,CN,2021-11-25 22:47,30.6516,113.1603,51.08,53,2,4.07
223,Bela Vista,BR,2021-11-25 22:47,-22.1089,-56.5211,79.66,72,89,6.15
224,Atasu,KZ,2021-11-25 22:47,48.6814,71.6433,8.53,93,7,3.13
225,Adre,TD,2021-11-25 22:47,13.4667,22.2,67.75,12,1,13.29
226,Tommot,RU,2021-11-25 22:48,58.9564,126.2925,-12.71,99,37,1.48
227,Suez,EG,2021-11-25 22:43,29.9737,32.5263,64.44,77,59,7.99
228,Paita,PE,2021-11-25 22:48,-5.0892,-81.1144,73.96,83,73,16.02
229,Cedar City,US,2021-11-25 22:48,37.6775,-113.0619,43.77,26,1,3.44
230,Qaanaaq,GL,2021-11-25 22:48,77.484,-69.3632,-3.06,78,100,6.02
231,Sidi Ali,DZ,2021-11-25 22:48,36.0998,0.4206,53.76,75,5,13.02
232,Fulton,US,2021-11-25 22:48,33.7668,-84.4499,62.92,61,1,4.61
233,Necochea,AR,2021-11-25 22:48,-38.5473,-58.7368,68.04,62,47,11.92
234,Warwick,US,2021-11-25 22:48,41.7001,-71.4162,49.89,62,95,5.91
235,Petropavlovsk-Kamchatskiy,RU,2021-11-25 22:48,53.0452,158.6483,32.59,75,75,6.71
236,Zhezkazgan,KZ,2021-11-25 22:48,47.8043,67.7144,19.99,71,24,6.06
237,Lindenberg,DE,2021-11-25 22:48,49.3803,8.0986,36.37,82,98,2.15
238,Turkistan,KZ,2021-11-25 22:48,43,68,29.25,74,88,7.65
239,Dodge City,US,2021-11-25 22:44,37.7528,-100.0171,53.11,37,1,4
240,Saryozek,KZ,2021-11-25 22:45,44.3583,77.9753,37.53,95,100,10.71
241,Hamilton,US,2021-11-25 22:48,39.1834,-84.5333,47.12,90,90,1.99
242,Senanga,ZM,2021-11-25 22:48,-16.1167,23.2667,74.59,55,88,6.04
243,Beyneu,KZ,2021-11-25 22:47,45.3167,55.2,26.29,36,0,6.06
244,Arona,ES,2021-11-25 22:48,28.0996,-16.681,59.52,66,20,10.36
245,Chapais,CA,2021-11-25 22:47,49.7834,-74.8492,28.18,99,100,1.41
246,Lodja,CD,2021-11-25 22:48,-3.4833,23.4333,68.83,99,96,1.92
247,Dali,CN,2021-11-25 22:48,25.7,100.1833,40.87,86,0,1.34
248,Jutai,BR,2021-11-25 22:48,-5.1833,-68.9,75.18,97,65,2.68
249,Afyonkarahisar,TR,2021-11-25 22:48,38.75,30.6667,41.16,86,29,3.49
250,Mount Pleasant,US,2021-11-25 22:45,32.7941,-79.8626,57.99,74,1,3
251,Coffeyville,US,2021-11-25 22:44,37.0373,-95.6164,48.06,43,1,12.66
252,Yerbogachen,RU,2021-11-25 22:48,61.2767,108.0108,11.23,97,100,3.31
253,Davidson,US,2021-11-25 22:48,36.1501,-86.7833,51.39,88,90,1.99
254,Kostalexis,GR,2021-11-25 22:48,38.8579,22.3646,55.08,100,68,2.91
255,Khani,GE,2021-11-25 22:48,41.9563,42.9566,40.57,88,100,4.76
256,Sackville,CA,2021-11-25 22:48,45.9188,-64.3846,42.82,97,100,12.3
257,Oussouye,SN,2021-11-25 22:48,12.485,-16.5469,78.98,78,98,6.46
258,Eirunepe,BR,2021-11-25 22:48,-6.6603,-69.8736,75.99,92,94,1.41
259,Naze,JP,2021-11-25 22:48,28.3667,129.4833,56.32,63,100,6.82
260,Salinopolis,BR,2021-11-25 22:48,-0.6136,-47.3561,80.82,80,100,8.39
261,Quibor,VE,2021-11-25 22:48,9.9287,-69.6201,79.77,87,90,4.54
262,Merksplas,BE,2021-11-25 22:48,51.3589,4.8627,43.68,94,72,1.99
263,Tricase,IT,2021-11-25 22:48,39.9304,18.3553,61.32,91,100,35.23
264,Weligama,LK,2021-11-25 22:44,5.9667,80.4167,75.83,91,89,8.3
