City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
322,Bonthe,SL,80.51,light rain,7.5264,-12.505,Bonthe Holiday Village
327,Bathsheba,BB,84.81,few clouds,13.2167,-59.5167,Atlantis Hotel
329,Arawa,PG,79.02,light rain,-6.2132,155.5367,Coastline Guest House
330,Port Blair,IN,80.55,few clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
333,Puerto Maldonado,PE,77.4,broken clouds,-12.6,-69.1833,Wasai Hotel
334,Eyl,SO,79.25,scattered clouds,7.9803,49.8164,Amiin Hotel
338,Guerrero Negro,MX,77.56,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
341,Kavaratti,IN,81.34,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
342,Mattru,SL,78.48,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
344,Kupang,ID,79.61,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
350,Finschhafen,PG,81.37,scattered clouds,-6.6024,147.8681,Cossam Guest House
351,Baracoa,CU,78.91,scattered clouds,20.3467,-74.4958,Hostal Rio Miel
359,Manggar,ID,77.52,light rain,-2.8833,108.2667,Guest Hotel
361,Praia,CV,75.74,scattered clouds,14.9215,-23.5087,LT Aparthotel
362,Labrea,BR,77.36,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
365,Kahului,US,76.28,clear sky,20.8947,-156.47,Maui Seaside Hotel
373,Kavieng,PG,81.34,light rain,-2.5744,150.7967,Nusa Island Retreat
376,Sosua,DO,89.58,scattered clouds,19.7667,-70.5167,Piergiorgio Palace Hotel
377,Santa Rosa,PH,78.78,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
382,Grand-Lahou,CI,79.23,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
386,Rosa Zarate,EC,78.76,light rain,0.3333,-79.4667,Piscinas y Recepciones Hecalash
390,Salinopolis,BR,80.98,scattered clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
396,Kismayo,SO,79.25,light rain,-0.3582,42.5454,Agan-Hotel
398,Villarrica,PY,84.31,clear sky,-25.75,-56.4333,Mansión Reljuv Tours SA
400,Porbandar,IN,75.81,few clouds,21.6422,69.6093,Lords Inn Porbandar
402,Kalmunai,LK,78.73,overcast clouds,7.4167,81.8167,VS Villa
405,Alugan,PH,80.46,overcast clouds,12.2188,125.4808,JM Lodge
407,Santa Isabel Do Rio Negro,BR,84.9,overcast clouds,-0.4139,-65.0192,Hotel GSA
408,Mangrol,IN,76.03,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
417,Buala,SB,82.09,light rain,-8.145,159.5921,Maringe Lagoon Lodge
419,Samarai,PG,81.73,overcast clouds,-10.6167,150.6667,Nuli Sapi
427,Semirara,PH,81.95,overcast clouds,12.0697,121.3986,Jose Rasher Del Rosrio
432,Mackay,AU,78.8,clear sky,-21.15,149.2,International Lodge Motel
435,Coahuayana,MX,87.03,scattered clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
436,Kununurra,AU,76.98,scattered clouds,-15.7667,128.7333,Hotel Kununurra
439,Kumo,NG,79.09,scattered clouds,10.0447,11.2122,Ajegunle Lodge(corpers Lodge)
441,Ikwiriri,TZ,76.98,light rain,-7.9562,38.9716,Greenland lodge
460,Neiafu,TO,81.9,overcast clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
463,Sur,OM,75.29,few clouds,22.5667,59.5289,Sur Plaza Hotel
469,Padang,ID,77.83,overcast clouds,-0.9492,100.3543,Mercure Padang
470,Cabinda,AO,75.65,overcast clouds,-5.55,12.2,Hotel Maiombe
473,Loiza,PR,82.36,clear sky,18.4313,-65.8802,Malibu Beachfront
474,Angatuba,BR,81.66,clear sky,-23.4897,-48.4128,Pousada da Vovó
475,Saint-Pierre,RE,76.68,moderate rain,-21.3393,55.4781,Lindsey Hôtel
491,Mahuva,IN,76.96,broken clouds,21.0914,71.7622,Hotel Blue Diamond.
492,Pimenta Bueno,BR,83.82,overcast clouds,-11.6725,-61.1936,Cristalina Palace Hotel
494,Maravilha,BR,75.92,clear sky,-26.7608,-53.1725,Maravilha Palace Hotel
504,Sitangkai,PH,82.09,overcast clouds,4.6628,119.3928,Ama House
509,Sao Joao Da Barra,BR,80.69,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
514,Sola,VU,80.8,few clouds,-13.8833,167.55,Leumerus Bungalows
520,Mancio Lima,BR,79.93,overcast clouds,-7.6142,-72.8958,Hotel e Distribuidora Voyage
521,Bell Ville,AR,78.58,light rain,-32.6259,-62.6887,Hotel Central
528,Mercedes,AR,85.01,light rain,-34.6515,-59.4307,Posada del Inti Centro
529,Lorengau,PG,80.2,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
530,Kintampo,GH,81.84,scattered clouds,8.0563,-1.7306,Adomaa Memorial Hotel
536,Cabedelo,BR,81.27,broken clouds,-6.9811,-34.8339,Hotel Pigalle
538,Savelugu,GH,85.53,scattered clouds,9.6244,-0.8253,Yoo Naa's Palace
546,Kimbe,PG,78.1,broken clouds,-5.5502,150.1429,Kimbe Bay Hotel
554,Zorritos,PE,77.29,scattered clouds,-3.6805,-80.6782,Costa Azul Zorritos Mango
555,Souillac,MU,76.91,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
557,Wukari,NG,80.4,overcast clouds,7.85,9.7833,Elimtop
558,Pedro Carbo,EC,81.88,overcast clouds,-1.8333,-80.2333,Centro turístico y hostería oasis pedro carbo
560,Oriximina,BR,85.41,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
566,Pindiga,NG,77.77,scattered clouds,9.9833,10.9333,Accommodation Center
568,Humberto De Campos,BR,79.68,broken clouds,-2.5983,-43.4611,Pousada do Cabeça
570,Jaque,PA,78.33,light rain,7.5175,-78.1703,Aventuras Jaque S.A
572,Pedernales,DO,81.09,scattered clouds,18.0384,-71.744,Hotel Costa Marina
578,Road Town,VG,84.24,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
579,Sao Gabriel Da Cachoeira,BR,85.23,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
582,Coronado,US,83.68,few clouds,32.6859,-117.1831,El Cordova Hotel
583,Acarau,BR,81.19,overcast clouds,-2.8856,-40.12,castelo pizzaria
585,Acari,PE,75.09,overcast clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
593,Makakilo City,US,80.92,scattered clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
596,Massaguet,TD,79.75,few clouds,12.4755,15.4365,Alwatane
599,Jaicos,BR,86.25,broken clouds,-7.3592,-41.1378,Hotel Jaicós
615,Ciudad Bolivar,VE,88.84,overcast clouds,8.1222,-63.5497,Hotel Edi
621,Belmonte,BR,81.1,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
634,La Romana,DO,84.56,few clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
638,Kirakira,SB,82.4,broken clouds,-10.4544,161.9205,SanBiz Lodge
641,Pekan,MY,76.3,overcast clouds,3.4836,103.3996,Pekan Budget Hotel
644,Sabang,ID,81.77,moderate rain,5.8933,95.3214,Hotel Citra
646,Iaciara,BR,79.03,broken clouds,-14.0958,-46.6317,Hotel Matinha
648,Aureliana,PH,79.88,overcast clouds,10.8885,121.978,"Aureliana, patnongon, antique"
650,Puerto Narino,CO,82.35,very heavy rain,-3.7703,-70.3831,Eware Refugio Amazonico
674,Dingle,PH,75.76,heavy intensity rain,10.9995,122.6711,SEGAYA PROPERTY
677,Port Hedland,AU,82.45,clear sky,-20.3167,118.5667,The Esplanade Hotel
679,Biak,ID,77.85,overcast clouds,-0.9131,122.8766,Penginapan Kim
681,Hambantota,LK,77.14,light rain,6.1241,81.1185,Bungalow 63
685,Porto Walter,BR,84.94,overcast clouds,-8.2686,-72.7439,Secretaria de saúde
687,Barrancabermeja,CO,86.04,broken clouds,7.0653,-73.8547,Hotel Millenium Barrancabermeja
688,Indramayu,ID,77.36,light rain,-6.3264,108.32,Grand Trisula Hotel
691,Tiruvallur,IN,78.44,overcast clouds,13.15,79.9167,Aarya Rooms
692,Sao Filipe,CV,77.79,scattered clouds,14.8961,-24.4956,Hotel Xaguate
693,Rosarito,MX,79.39,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
695,Talara,PE,77.76,clear sky,-4.5772,-81.2719,Hostal Oro Negro
705,Ratnagiri,IN,75.51,broken clouds,16.9833,73.3,Hotel Landmark
709,Lethem,GY,88.7,scattered clouds,3.3803,-59.7968,Savannah Inn
712,Kousseri,CM,79.68,few clouds,12.0769,15.0306,Le Pilotis
715,Banjar,ID,78.66,overcast clouds,-8.19,114.9675,The Hamsa Resort
716,Cabadiangan,PH,78.19,overcast clouds,9.7531,122.4739,Kipot
